reference_date,horizon,target,target_end_date,location,output_type,quantile_number,value
2023-10-14,-1,wk inc flu hosp,2023-10-07,48,quantile,0.150,-0.35
2023-10-14,-1,wk inc flu hosp,2023-10-07,48,quantile,0.200,-0.3
2023-10-14,-1,wk inc flu hosp,2023-10-07,48,quantile,0.250,-0.25
2023-10-14,-1,wk inc flu hosp,2023-10-07,48,quantile,0.300,-0.2
2023-10-14,-1,wk inc flu hosp,2023-10-07,48,quantile,0.350,-0.1499999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,48,quantile,0.400,-0.0999999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,48,quantile,0.450,-0.0499999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,48,quantile,0.500,0.0
2023-10-14,-1,wk inc flu hosp,2023-10-07,48,quantile,0.550,0.05
2023-10-14,-1,wk inc flu hosp,2023-10-07,48,quantile,0.600,0.1
2023-10-14,-1,wk inc flu hosp,2023-10-07,48,quantile,0.650,0.1500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,48,quantile,0.700,0.2
2023-10-14,-1,wk inc flu hosp,2023-10-07,48,quantile,0.750,0.2500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,48,quantile,0.800,0.3
2023-10-14,-1,wk inc flu hosp,2023-10-07,48,quantile,0.850,0.3500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,48,quantile,0.900,0.4000000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,48,quantile,0.950,0.45
2023-10-14,-1,wk inc flu hosp,2023-10-07,48,quantile,0.975,0.475
2023-10-14,-1,wk inc flu hosp,2023-10-07,48,quantile,0.990,0.49
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.010,-0.49
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.025,-0.475
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.050,-0.45
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.100,-0.4
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.150,-0.35
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.200,-0.3
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.250,-0.25
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.300,-0.2
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.350,-0.1499999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.400,-0.0999999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.450,-0.0499999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.500,0.0
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.550,0.05
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.600,0.1
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.650,0.1500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.700,0.2
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.750,0.2500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.800,0.3
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.850,0.3500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.900,0.4000000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.950,0.45
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.975,0.475
2023-10-14,-1,wk inc flu hosp,2023-10-07,49,quantile,0.990,0.49
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.010,-0.49
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.025,-0.475
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.050,-0.45
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.100,-0.4
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.150,-0.35
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.200,-0.3
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.250,-0.25
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.300,-0.2
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.350,-0.1499999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.400,-0.0999999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.450,-0.0499999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.500,0.0
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.550,0.05
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.600,0.1
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.650,0.1500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.700,0.2
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.750,0.2500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.800,0.3
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.850,0.3500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.900,0.4000000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.950,0.45
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.975,0.475
2023-10-14,-1,wk inc flu hosp,2023-10-07,50,quantile,0.990,0.49
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.010,-0.49
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.025,-0.475
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.050,-0.45
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.100,-0.4
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.150,-0.35
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.200,-0.3
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.250,-0.25
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.300,-0.2
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.350,-0.1499999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.400,-0.0999999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.450,-0.0499999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.500,0.0
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.550,0.05
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.600,0.1
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.650,0.1500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.700,0.2
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.750,0.2500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.800,0.3
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.850,0.3500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.900,0.4000000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.950,0.45
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.975,0.475
2023-10-14,-1,wk inc flu hosp,2023-10-07,51,quantile,0.990,0.49
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.010,-0.49
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.025,-0.475
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.050,-0.45
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.100,-0.4
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.150,-0.35
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.200,-0.3
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.250,-0.25
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.300,-0.2
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.350,-0.1499999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.400,-0.0999999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.450,-0.0499999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.500,0.0
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.550,0.05
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.600,0.1
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.650,0.1500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.700,0.2
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.750,0.2500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.800,0.3
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.850,0.3500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.900,0.4000000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.950,0.45
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.975,0.475
2023-10-14,-1,wk inc flu hosp,2023-10-07,53,quantile,0.990,0.49
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.010,-0.49
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.025,-0.475
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.050,-0.45
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.100,-0.4
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.150,-0.35
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.200,-0.3
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.250,-0.25
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.300,-0.2
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.350,-0.1499999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.400,-0.0999999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.450,-0.0499999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.500,0.0
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.550,0.05
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.600,0.1
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.650,0.1500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.700,0.2
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.750,0.2500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.800,0.3
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.850,0.3500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.900,0.4000000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.950,0.45
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.975,0.475
2023-10-14,-1,wk inc flu hosp,2023-10-07,54,quantile,0.990,0.49
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.010,-0.49
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.025,-0.475
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.050,-0.45
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.100,-0.4
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.150,-0.35
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.200,-0.3
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.250,-0.25
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.300,-0.2
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.350,-0.1499999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.400,-0.0999999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.450,-0.0499999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.500,0.0
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.550,0.05
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.600,0.1
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.650,0.1500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.700,0.2
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.750,0.2500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.800,0.3
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.850,0.3500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.900,0.4000000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.950,0.45
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.975,0.475
2023-10-14,-1,wk inc flu hosp,2023-10-07,55,quantile,0.990,0.49
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.010,-0.49
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.025,-0.475
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.050,-0.45
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.100,-0.4
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.150,-0.35
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.200,-0.3
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.250,-0.25
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.300,-0.2
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.350,-0.1499999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.400,-0.0999999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.450,-0.0499999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.500,0.0
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.550,0.05
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.600,0.1
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.650,0.1500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.700,0.2
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.750,0.2500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.800,0.3
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.850,0.3500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.900,0.4000000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.950,0.45
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.975,0.475
2023-10-14,-1,wk inc flu hosp,2023-10-07,56,quantile,0.990,0.49
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.010,-0.49
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.025,-0.475
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.050,-0.45
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.100,-0.4
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.150,-0.35
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.200,-0.3
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.250,-0.25
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.300,-0.2
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.350,-0.1499999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.400,-0.0999999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.450,-0.0499999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.500,0.0
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.550,0.05
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.600,0.1
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.650,0.1500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.700,0.2
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.750,0.2500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.800,0.3
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.850,0.3500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.900,0.4000000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.950,0.45
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.975,0.475
2023-10-14,-1,wk inc flu hosp,2023-10-07,72,quantile,0.990,0.49
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.010,-0.49
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.025,-0.475
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.050,-0.45
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.100,-0.4
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.150,-0.35
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.200,-0.3
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.250,-0.25
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.300,-0.2
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.350,-0.1499999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.400,-0.0999999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.450,-0.0499999999999999
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.500,0.0
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.550,0.05
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.600,0.1
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.650,0.1500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.700,0.2
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.750,0.2500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.800,0.3
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.850,0.3500000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.900,0.4000000000000001
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.950,0.45
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.975,0.475
2023-10-14,-1,wk inc flu hosp,2023-10-07,US,quantile,0.990,0.49
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.010,0.51
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.025,0.525
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.050,0.55
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.100,0.6
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.150,0.65
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.200,0.7
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.250,0.75
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.300,0.8
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.350,0.8500000000000001
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.400,0.9
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.450,0.95
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.500,1.0
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.550,1.05
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.600,1.1
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.650,1.15
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.700,1.2000000000000002
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.750,1.25
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.800,1.3
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.850,1.35
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.900,1.4
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.950,1.4500000000000002
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.975,1.475
2023-10-14,0,wk inc flu hosp,2023-10-14,1,quantile,0.990,1.49
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.010,0.51
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.025,0.525
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.050,0.55
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.100,0.6
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.150,0.65
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.200,0.7
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.250,0.75
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.300,0.8
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.350,0.8500000000000001
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.400,0.9
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.450,0.95
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.500,1.0
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.550,1.05
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.600,1.1
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.650,1.15
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.700,1.2000000000000002
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.750,1.25
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.800,1.3
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.850,1.35
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.900,1.4
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.950,1.4500000000000002
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.975,1.475
2023-10-14,0,wk inc flu hosp,2023-10-14,2,quantile,0.990,1.49
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.010,0.51
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.025,0.525
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.050,0.55
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.100,0.6
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.150,0.65
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.200,0.7
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.250,0.75
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.300,0.8
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.350,0.8500000000000001
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.400,0.9
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.450,0.95
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.500,1.0
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.550,1.05
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.600,1.1
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.650,1.15
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.700,1.2000000000000002
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.750,1.25
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.800,1.3
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.850,1.35
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.900,1.4
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.950,1.4500000000000002
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.975,1.475
2023-10-14,0,wk inc flu hosp,2023-10-14,4,quantile,0.990,1.49
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.010,0.51
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.025,0.525
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.050,0.55
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.100,0.6
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.150,0.65
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.200,0.7
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.250,0.75
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.300,0.8
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.350,0.8500000000000001
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.400,0.9
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.450,0.95
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.500,1.0
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.550,1.05
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.600,1.1
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.650,1.15
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.700,1.2000000000000002
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.750,1.25
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.800,1.3
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.850,1.35
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.900,1.4
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.950,1.4500000000000002
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.975,1.475
2023-10-14,0,wk inc flu hosp,2023-10-14,5,quantile,0.990,1.49
2023-10-14,0,wk inc flu hosp,2023-10-14,6,quantile,0.010,0.51
2023-10-14,0,wk inc flu hosp,2023-10-14,6,quantile,0.025,0.525
2023-10-14,0,wk inc flu hosp,2023-10-14,6,quantile,0.050,0.55
2023-10-14,0,wk inc flu hosp,2023-10-14,6,quantile,0.100,0.6
2023-10-14,0,wk inc flu hosp,2023-10-14,6,quantile,0.150,0.65
2023-10-14,0,wk inc flu hosp,2023-10-14,6,quantile,0.200,0.7
2023-10-14,0,wk inc flu hosp,2023-10-14,6,quantile,0.250,0.75
2023-10-14,0,wk inc flu hosp,2023-10-14,6,quantile,0.300,0.8
2023-10-14,0,wk inc flu hosp,2023-10-14,6,quantile,0.350,0.8500000000000001
2023-10-14,0,wk inc flu hosp,2023-10-14,6,quantile,0.400,0.9
2023-10-14,0,wk inc flu hosp,2023-10-14,6,quantile,0.450,0.95
2023-10-14,0,wk inc flu hosp,2023-10-14,6,quantile,0.500,1.0
